name,number,year,fuel,power,transmission,passengers,length,url
"MB 516 CDI Sprinter Ecoline HK, 19 pass",2081,2019,Diesel,120,Automat,19,7.36,https://www.busscenter.se/sv-SE/2081-43130818
"MB 516 CDI Sprinter Ecoline HK, 15 pass",2061,2019,Diesel,120,Automat,15,7.36,https://www.busscenter.se/sv-SE/2069-43104310
"MB 516 CDI Sprinter Ecoline L, 22 pass",2036,2019,Diesel,120,Automat,22,7.75,https://www.busscenter.se/sv-SE/2036-42871985
"MB 516 CDI Sprinter Ecoline L, 22 pass",2083,2019,Diesel,120,Automat,22,7.75,https://www.busscenter.se/sv-SE/2083-43141640
"MB 516 CDI Sprinter Ecoline L, 22 pass",2085,2019,Diesel,120,Automat,22,7.75,https://www.busscenter.se/sv-SE/2085-43147621
"MB 516 CDI Sprinter Ecoline L, 22 pass",2084,2019,Diesel,120,Automat,22,7.75,https://www.busscenter.se/sv-SE/2084-43147587
"MB 516 CDI Sprinter Ecoline L, 22 pass",2078,2019,Diesel,120,Automat,22,7.75,https://www.busscenter.se/sv-SE/2078-43122792
"MB 516 CDI Sprinter Ecoline L, 22 pass",2077,2019,Diesel,120,Automat,22,7.75,https://www.busscenter.se/sv-SE/2077-43122747
"MB 516 CDI Sprinter Ecoline L, 22 pass",2035,2019,Diesel,120,Automat,22,7.75,https://www.busscenter.se/sv-SE/2035-42871959
"MAN TGE U, 19 pass",2082,2019,Diesel,130,Automat,19,7.4,https://www.busscenter.se/sv-SE/2082-43130868
"MAN TGE U, 19 pass",2052,2019,Diesel,130,Automat,19,7.4,https://www.busscenter.se/sv-SE/2052-42931629
"MB 516 CDI Sprinter U Ecoline, 19 pass",2079,2019,Diesel,120,Manuell,19,7.35,https://www.busscenter.se/sv-SE/2079-43123132
"MB 516 CDI Sprinter U Ecoline, 19 pass",2080,2019,Diesel,120,Manuell,19,7.35,https://www.busscenter.se/sv-SE/2080-43123163
"MB 516 CDI Sprinter Ecoline L, 22 pass",2073,2019,Diesel,120,Automat,22,7.75,https://www.busscenter.se/sv-SE/2073-43122377
"MB 516 CDI Sprinter U Ecoline, 19 pass",2079,2019,Diesel,120,Manuell,19,7.35,https://www.busscenter.se/sv-SE/2049-42925149
"MB 516 CDI Sprinter Ecoline, 19 pass",2075,2019,Diesel,120,Automat,19,7.35,https://www.busscenter.se/sv-SE/2076-43122720
"MB 516 CDI Sprinter Ecoline, 19 pass",2075,2019,Diesel,120,Automat,19,7.35,https://www.busscenter.se/sv-SE/2075-43122650
"MB 516 CDI Sprinter Ecoline, 19 pass",2074,2019,Diesel,120,Automat,19,7.35,https://www.busscenter.se/sv-SE/2074-43122601
