name,number,year,fuel,power,transmission,passengers,length,url
"MB 316 CDI Sprinter Streetline HHK, 8 pass",1810,2016,diesel,120,Automat,8,"5,93",https://www.busscenter.se/sv-SE/1810-38679683
"Mercedes-Benz Next L9, 37+1+1 pass",1806,2016,Diesel,175,Manuell,37+1+1,"9,39",https://www.busscenter.se/sv-SE/1806-38679627
"Mercedes-Benz 516 CDI Sprinter Tourline, 19 pass",1802,2016,Diesel,120,Automat,19,7.35,https://www.busscenter.se/sv-SE/1802-38679752
"Mercedes-Benz 516 CDI Sprinter Tourline, 19 pass",1800,2016,Diesel,120,Automat,19,7.35,https://www.busscenter.se/sv-SE/1800-38679784
"Mercedes-Benz 519 CDI Sprinter Tourline L, 19 pass",1799,2016,Diesel,120,Automat,19,7.75,https://www.busscenter.se/sv-SE/1799-38679866
"Mercedes-Benz 516 CDI Sprinter Ecoline HK, 19 pass",1788,2016,Diesel,120,Automat,19,7.65,https://www.busscenter.se/sv-SE/1788-38679981
"Iveco First Tourline L, 29+1 pass",1786,2016,diesel,125,Automat,29+1,"8,46",https://www.busscenter.se/sv-SE/1786-38680290
"Mercedes-Benz 516 CDI Sprinter Tourline, 19 pass",1785,2016,Diesel,120,Automat,19,7.35,https://www.busscenter.se/sv-SE/1785-38680397
"Mercedes-Benz 516 CDI Sprinter Multiline L, 22 pass",1784,2016,Diesel,120,Automat,22,7.75,https://www.busscenter.se/sv-SE/1784-38680584
"Mercedes-Benz 516 CDI Sprinter Ecoline, 22 pass",1783,2016,Diesel,120,Automat,22,7.35,https://www.busscenter.se/sv-SE/1783-38680739
"Mercedes-Benz 516 CDI Sprinter U Ecoline, 19 pass",1782,2016,Diesel,120,Automat,19,7.35,https://www.busscenter.se/sv-SE/1782-38680830
"Mercedes-Benz 516 CDI Sprinter U Ecoline, 19 pass",1781,2016,Diesel,120,Automat,19,7.35,https://www.busscenter.se/sv-SE/1781-38680895
"Mercedes-Benz 516 CDI Sprinter U Ecoline, 19 pass",1780,2016,Diesel,120,Automat,19,7.35,https://www.busscenter.se/sv-SE/1780-38681007
"Mercedes-Benz 516 CDI Sprinter Ecoline HK, 19 pass",1779,2016,Diesel,120,Automat,19,7.65,https://www.busscenter.se/sv-SE/1779-38681117
"Mercedes-Benz 516 CDI Sprinter Ecoline HK, 19 pass",1778,2017,Diesel,120,Automat,19,7.65,https://www.busscenter.se/sv-SE/1778-38681255
"Mercedes-Benz 516 CDI Sprinter Ecoline HK, 19 pass",1777,2017,Diesel,120,Automat,19,7.65,https://www.busscenter.se/sv-SE/1777-38681397
"Mercedes-Benz 516 CDI Sprinter Ecoline HK, 19 pass",1776,2017,Diesel,120,Automat,19,7.65,https://www.busscenter.se/sv-SE/1776-38681429
"Mercedes-Benz 516 CDI Sprinter Ecoline HK, 19 pass",1775,2017,Diesel,120,Automat,19,7.65,https://www.busscenter.se/sv-SE/1775-38681464
"Mercedes-Benz 516 CDI Sprinter Ecoline HK, 19 pass",1774,2017,Diesel,120,Automat,19,7.65,https://www.busscenter.se/sv-SE/1774-38681509
"Mercedes-Benz 516 CDI Sprinter Ecoline, 22 pass",1772,2016,Diesel,120,Automat,22,7.75,https://www.busscenter.se/sv-SE/1772-38681583
"Mercedes-Benz 516 CDI Sprinter Ecoline HK, 19 pass",1771,2016,Diesel,120,Automat,19.,7.65,https://www.busscenter.se/sv-SE/1771-38681679
"Mercedes-Benz 516 CDI Sprinter U Ecoline, 19 pass",1770,2016,Diesel,120,Automat,19,7.35,https://www.busscenter.se/sv-SE/1770-38681831
"Mercedes-Benz 516 CDI Sprinter U Ecoline, 19 pass",1769,2016,Diesel,120,Automat,19,7.35,https://www.busscenter.se/sv-SE/1769-38681859
"VW Crafter Ecoline, 22 pass",1768,2017,Diesel,120,Manuell,22,7.35,https://www.busscenter.se/sv-SE/1768-38681900
"Mercedes-Benz 516 CDI Sprinter Ecoline HK, 19 pass",1767,2016,Diesel,120,Automat,19,7.65,https://www.busscenter.se/sv-SE/1767-38681938
"Mercedes-Benz 516 CDI Sprinter Ecoline HK, 19 pass",1766,2016,Diesel,120,Automat,19,7.65,https://www.busscenter.se/sv-SE/1766-38682076
"Iveco First Tourline, 27+1 pass",1765,2016,diesel,120,Automat,27+1,"8,04",https://www.busscenter.se/sv-SE/1765-38682119
"Mercedes-Benz 516 CDI Sprinter U Ecoline, 19 pass",1763,2016,Diesel,120,Automat,19,7.35,https://www.busscenter.se/sv-SE/1763-38682163
"Mercedes-Benz 516 CDI Sprinter U Ecoline, 19 pass",1764,2016,Diesel,120,Automat,19,7.35,https://www.busscenter.se/sv-SE/1764-38682448
"Mercedes-Benz 516 CDI Sprinter U Ecoline, 19 pass",1762,2016,Diesel,120,Automat,19,7.35,https://www.busscenter.se/sv-SE/1762-38682695
"Mercedes-Benz 516 CDI Sprinter Ecoline, 22 pass",1761,2016,Diesel,120,Automat,22,7.35,https://www.busscenter.se/sv-SE/1761-38682838
"Mercedes-Benz 516 CDI Sprinter U Ecoline, 22 pass",2016,2019,Diesel,120,Automat,22,7.75,https://www.busscenter.se/sv-SE/1760-38682944
"Mercedes-Benz 516 CDI Sprinter U Ecoline, 19 pass",1759,2016,Diesel,120,Automat,19,7.35,https://www.busscenter.se/sv-SE/1759-38907089
"Mercedes-Benz 516 CDI Sprinter U Ecoline, 19 pass",1758,2016,Diesel,120,Automat,19,7.35,https://www.busscenter.se/sv-SE/1758-38907108
"Mercedes-Benz 516 CDI Sprinter U Ecoline, 22 pass",1757,2016,Diesel,120,Automat,22,7.75,https://www.busscenter.se/sv-SE/1757-38907128
"Mercedes-Benz 516 CDI Sprinter U Ecoline, 22 pass",1756,2016,Diesel,120,Automat,22,7.75,https://www.busscenter.se/sv-SE/1756-38907148
"Mercedes-Benz 516 CDI Sprinter U Ecoline, 22 pass",1755,2016,Diesel,120,Automat,22,7.75,https://www.busscenter.se/sv-SE/1755-38907171
"Mercedes-Benz 316 CDI Sprinter Streetline VIP, 8 pass",1754,2016,Diesel,120,Automat,8,"7,11",https://www.busscenter.se/sv-SE/1754-38907360
"Mercedes-Benz 516 CDI Sprinter Tourline, 16 pass",1753,2016,Diesel,120,Automat,16,7.35,https://www.busscenter.se/sv-SE/1753-38910695
"Mercedes-Benz 516 CDI Sprinter U Ecoline, 22 pass",1752,2016,Diesel,120,Automat,22,7.75,https://www.busscenter.se/sv-SE/1752-38910744
"Mercedes-Benz 519 CDI Sprinter Multiline L, 22 pass",1736,2017,Diesel,140,Automat,22,7.75,https://www.busscenter.se/sv-SE/1751-38910777
"Mercedes-Benz 516 CDI Sprinter Cityline, 16+6 pass",1750,2016,Diesel,120,Automat,16+6,7.35,https://www.busscenter.se/sv-SE/1750-38910816
"Mercedes-Benz 516 CDI Sprinter Tourline, 19 pass",1744,2016,Diesel,120,Automat,19,7.35,https://www.busscenter.se/sv-SE/1744-38910837
"Mercedes-Benz 519 CDI Sprinter Multiline L, 22 pass",1736,2017,Diesel,140,Automat,22,7.75,https://www.busscenter.se/sv-SE/1736-42180463
"Mercedes-Benz 516 CDI Sprinter Multiline L, 22 pass",1727,2017,Diesel,120,Automat,22,7.75,https://www.busscenter.se/sv-SE/1727-38910910
"Mercedes-Benz 516 CDI Sprinter Tourline L, 16-22 pass",1726,2016,Diesel,120,Automat,16-22,7.75,https://www.busscenter.se/sv-SE/1726-38910943
"VW Crafter Ecoline L, 22 pass",1725,2016,Diesel,120,Manuell,22,7.75,https://www.busscenter.se/sv-SE/1725-38911137
"Mercedes-Benz 516 CDI Sprinter Multiline L, 22 pass",1724,2017,Diesel,120,Automat,22,7.75,https://www.busscenter.se/sv-SE/1724-38911159
"Iveco First Tourline L, 27+1 pass",1716,2016,diesel,125,Automat,27+1,"8,46",https://www.busscenter.se/sv-SE/1716-38911182
"Mercedes-Benz 516 CDI Sprinter Businessline L, 16+1 pass",1715,2016,Diesel,120,Automat,16-22,7.75,https://www.busscenter.se/sv-SE/1715-38911215
"Mercedes-Benz 519 CDI Sprinter Tourline L, 19+1 pass",1712,2016,Diesel,140,Automat,19+1,7.75,https://www.busscenter.se/sv-SE/1712-38911263
"Mercedes-Benz 519 CDI Sprinter Tourline L, 19+1 pass",1711,2016,Diesel,140,Automat,19+1,7.75,https://www.busscenter.se/sv-SE/1711-38911311
"Mercedes-Benz 516 CDI Sprinter Ecoline L, 22 pass",1710,2016,Diesel,120,Manuell,22,7.65,https://www.busscenter.se/sv-SE/1710-38911338
"Mercedes-Benz 516 CDI Sprinter Multiline L, 22 pass",1705,2016,Diesel,120,Automat,22,7.65,https://www.busscenter.se/sv-SE/1705-38911424
"Mercedes-Benz 516 CDI Sprinter Tourline, 19 pass",1700,2016,Diesel,120,Automat,19,7.35,https://www.busscenter.se/sv-SE/1700-38911445
"Mercedes-Benz 319 CDI Sprinter Streetline HHK, 8 pass",169,2016,Diesel,140,Automat,8,"5,93",https://www.busscenter.se/sv-SE/1699-38911469
"Mercedes-Benz 319 CDI Sprinter Streetline HHK, 8 pass",169,2016,Diesel,140,Automat,8,"5,93",https://www.busscenter.se/sv-SE/1699-38911469
"Mercedes-Benz 516 CDI Sprinter Ecoline L, 22 pass",1695,2016,Diesel,120,Manuell,22,7.65,https://www.busscenter.se/sv-SE/1695-38911647
"Mercedes-Benz 316 CDI Sprinter Streetline HHK, 8 pass",1694,2016,Diesel,120,Automat,8,"5,93",https://www.busscenter.se/sv-SE/1694-38911683
