name,number,year,fuel,power,transmission,passengers,length,url
"MB 516 CDI Sprinter Cityline L, 19 pass",1894,2017,diesel,120,Automat,19,"7,8",https://www.busscenter.se/sv-SE/1894-38596213
"MB 516 CDI Sprinter Ecoline HK, 19 pass",1895,2017,diesel,120,Automat,19,"7,65",https://www.busscenter.se/sv-SE/1895-38596256
"MB 516 CDI Sprinter Cityline L, 19 pass",1892,2017,diesel,120,Automat,19,"7,8",https://www.busscenter.se/sv-SE/1892-38596682
"MB 516 CDI Sprinter Cityline L, 19 pass",1891,2017,diesel,120,Automat,19,"7,8",https://www.busscenter.se/sv-SE/1891-38596716
"MB 516 CDI Sprinter Cityline L, 19 pass",1890,2017,diesel,120,Automat,19,"7,8",https://www.busscenter.se/sv-SE/1890-38596758
"MB 516 CDI Sprinter Cityline L, 19 pass",1889,2017,diesel,120,Automat,19,"7,8",https://www.busscenter.se/sv-SE/1889-38596788
"MB 516 CDI Sprinter Cityline L, 19 pass",1888,2017,diesel,120,Automat,19,"7,8",https://www.busscenter.se/sv-SE/1888-38596938
"MB 516 CDI Sprinter Cityline L, 19 pass",1887,2017,diesel,120,Automat,19,"7,8",https://www.busscenter.se/sv-SE/1887-38596984
"MB 516 CDI Sprinter Cityline L, 19 pass",1886,2017,diesel,120,Automat,19,"7,8",https://www.busscenter.se/sv-SE/1886-38614065
"MB 516 CDI Sprinter Cityline L, 19 pass",1885,2017,diesel,120,Automat,19,"7,8",https://www.busscenter.se/sv-SE/1885-38614106
"MB 516 CDI Sprinter Cityline L, 19 pass",1884,2017,diesel,120,Automat,19,"7,8",https://www.busscenter.se/sv-SE/1884-38614125
"MB 516 CDI Sprinter Cityline L, 19 pass",1883,2017,diesel,120,Automat,19,"7,8",https://www.busscenter.se/sv-SE/1883-38614144
"MB 516 CDI Sprinter Cityline L, 19 pass",1882,2017,diesel,120,Automat,19,"7,8",https://www.busscenter.se/sv-SE/1882-38614168
"MB 516 CDI Sprinter Cityline L, 19 pass",1877,2017,diesel,120,Automat,19,"7,8",https://www.busscenter.se/sv-SE/1881-38614188
"MB 516 CDI Sprinter Cityline L, 19 pass",1880,2017,diesel,120,Automat,19,"7,8",https://www.busscenter.se/sv-SE/1880-38614207
"MB 516 CDI Sprinter U Ecoline, 19 pass",1878,2017,diesel,120,Automat,19,"7,35",https://www.busscenter.se/sv-SE/1878-38614365
"MB 516 CDI Sprinter Cityline L, 19 pass",1877,2017,diesel,120,Automat,19,"7,8",https://www.busscenter.se/sv-SE/1881-38614188
"MB 516 CDI Sprinter U Ecoline, 22 pass",1874,2017,diesel,120,Automat,19,"7,75",https://www.busscenter.se/sv-SE/1874-38624898
"MB 314 CDI Sprinter Streetline, 8 pass",1873,2017,diesel,120,Automat,8,"5,93",https://www.busscenter.se/sv-SE/1873-38625015
"MB 314 CDI Sprinter Streetline, 8 pass",1872,2017,diesel,120,Automat,8,"5,93",https://www.busscenter.se/sv-SE/1872-38625096
"MB 314 CDI Sprinter Streetline, 8 pass",1871,2017,diesel,120,Automat,8,"5,93",https://www.busscenter.se/sv-SE/1871-38627281
"MB 314 CDI Sprinter Streetline, 8 pass",1870,2017,diesel,120,Automat,8,"5,93",https://www.busscenter.se/sv-SE/1869-38627497
"MB 314 CDI Sprinter Streetline, 8 pass",1868,2017,diesel,120,Automat,8,"5,93",https://www.busscenter.se/sv-SE/1870-38627448
"MB 314 CDI Sprinter Streetline, 8 pass",1870,2017,diesel,120,Automat,8,"5,93",https://www.busscenter.se/sv-SE/1868-38627517
"MB 516 CDI Sprinter Cityline L, 19 pass",1867,2017,diesel,120,Automat,19,"7,8",https://www.busscenter.se/sv-SE/1867-38628093
"MB 516 CDI Sprinter Cityline L, 19 pass",1866,2017,diesel,120,Automat,19,"7,8",https://www.busscenter.se/sv-SE/1866-38628120
"MB 516 CDI Sprinter Cityline L, 19 pass",1865,2017,diesel,120,Automat,19,"7,8",https://www.busscenter.se/sv-SE/1865-38651070
"MB 516 CDI Sprinter Cityline L, 19 pass",1864,2017,diesel,120,Automat,19,"7,8",https://www.busscenter.se/sv-SE/1864-38651093
"MB 516 CDI Sprinter Cityline L, 19 pass",1863,2017,diesel,120,Automat,19,"7,8",https://www.busscenter.se/sv-SE/1863-38651120
"MB 516 CDI Sprinter Cityline L, 19 pass",1862,2017,diesel,120,Automat,19,"7,8",https://www.busscenter.se/sv-SE/1862-38651147
"Mercedes-Benz 516 CDI Sprinter Ecoline HK, 19 pass",1861,2017,Diesel,120,Automat,19,7.65,https://www.busscenter.se/sv-SE/1861-38651204
"MB 516 CDI Sprinter Cityline L, 19 pass",1860,2017,diesel,120,Automat,19,"7,8",https://www.busscenter.se/sv-SE/1860-38651242
"MB 516 CDI Sprinter Cityline L, 19 pass",1857,2017,diesel,120,Automat,19,"7,8",https://www.busscenter.se/sv-SE/1857-38651265
"MB 314 CDI Sprinter Streetline, 8 pass",1856,2017,diesel,120,Automat,8,"5,93",https://www.busscenter.se/sv-SE/1856-38651303
"Iveco Multiline CNG, 22 pass",1855,2017,CNG,100,Automat,19,7.62,https://www.busscenter.se/sv-SE/1855-38651357
"MB 316 CDI Sprinter Streetline HHK, 8 pass",1854,2017,diesel,120,Automat,8,"5,93",https://www.busscenter.se/sv-SE/1854-38651387
"Mercedes-Benz 516 CDI Sprinter Tourline L, 22 pass",1848,2017,Diesel,120,Automat,22,7.75,https://www.busscenter.se/sv-SE/1848-38651433
"Iveco First Tourline L, 29+1 pass",1846,2017,diesel,132,Automat,29,"8,46",https://www.busscenter.se/sv-SE/1846-38651475
"Iveco Multiline CNG, 22 pass",1845,2017,CNG,100,Automat,19,7.62,https://www.busscenter.se/sv-SE/1845-38651502
"MB 516 CDI Sprinter U Ecoline, 22 pass",1844,2017,diesel,120,Automat,19,"7,75",https://www.busscenter.se/sv-SE/1844-38651525
"Mercedes-Benz 516 CDI Sprinter Tourline, 19 pass",1842,2017,Diesel,120,Automat,19,7.35,https://www.busscenter.se/sv-SE/1842-38651557
"Mercedes-Benz 516 CDI Sprinter Tourline L, 16+1 pass",1840,2017,Diesel,120,Automat,16+1,7.75,https://www.busscenter.se/sv-SE/1840-38651598
"Mercedes-Benz 516 CDI Sprinter Tourline L, 16+1 pass",1839,2017,Diesel,120,Automat,16+1,7.75,https://www.busscenter.se/sv-SE/1839-38651658
"Mercedes-Benz 516 CDI Sprinter Tourline L, 16+1 pass",1836,2017,Diesel,120,Automat,16+1,7.75,https://www.busscenter.se/sv-SE/1836-38651680
"Mercedes-Benz 516 CDI Sprinter Tourline L, 16+1 pass",1835,2017,Diesel,120,Automat,16+1,7.75,https://www.busscenter.se/sv-SE/1835-38651706
"Mercedes-Benz 516 CDI Sprinter Tourline L, 16-22 pass",1833,2017,Diesel,120,Automat,16-22,7.75,https://www.busscenter.se/sv-SE/1833-38651749
"Mercedes-Benz 516 CDI Sprinter Tourline L, 16+1 pass",1832,2017,Diesel,120,Automat,16+1,7.75,https://www.busscenter.se/sv-SE/1832-38651772
"Mercedes-Benz 516 CDI Sprinter Tourline L, 16+1 pass",1831,2017,Diesel,120,Automat,16+1,7.75,https://www.busscenter.se/sv-SE/1831-38651792
"Mercedes-Benz 516 CDI Sprinter Tourline L, 16+1 pass",1830,2017,Diesel,120,Automat,16,7.35,https://www.busscenter.se/sv-SE/1830-38651812
"Mercedes-Benz 516 CDI Sprinter Tourline L, 16 pass",1829,2017,Diesel,120,Automat,16,7.75,https://www.busscenter.se/sv-SE/1829-38651834
"Mercedes-Benz 516 CDI Sprinter Tourline L, 22 pass",1828,2017,Diesel,120,Automat,22,7.75,https://www.busscenter.se/sv-SE/1828-38651862
"Iveco First Cityline R, 20+5 pass",1962,2017,Diesel,125,Automat,20+5,"8,04",https://www.busscenter.se/sv-SE/1825-38651887
"Iveco First Tourline L, 29+1 pass",1824,2017,diesel,132,Automat,29+1,"8,46",https://www.busscenter.se/sv-SE/1824-38670407
"MB 516 CDI Sprinter U Ecoline, 22 pass",1823,2017,diesel,120,Automat,22,"7,75",https://www.busscenter.se/sv-SE/1823-38670465
"MB 316 CDI Sprinter Streetline HK, 8 pass",1821,2017,diesel,120,Automat,8,"5,93",https://www.busscenter.se/sv-SE/1821-38670587
"MB 516 CDI Sprinter U Ecoline, 22 pass",1820,2017,diesel,120,Automat,22,"7,75",https://www.busscenter.se/sv-SE/1820-38671262
"Mercedes-Benz 516 CDI Sprinter Tourline L, 19+1 pass",1819,2017,Diesel,120,Automat,19+1,7.75,https://www.busscenter.se/sv-SE/1819-38671332
"Mercedes-Benz 516 CDI Sprinter Tourline L, 22 pass",1818,2017,Diesel,120,Automat,22,7.75,https://www.busscenter.se/sv-SE/1818-38671386
"Mercedes-Benz 516 CDI Sprinter Tourline L, 22 pass",1817,2017,Diesel,120,Automat,22,7.75,https://www.busscenter.se/sv-SE/1817-38671464
"VW Crafter Businessline L, 16+1 pass",1815,2017,Diesel,120,Automat,16+1,7.75,https://www.busscenter.se/sv-SE/1815-38671501
"Mercedes-Benz 516 CDI Sprinter Tourline L, 19-22 pass",1813,2017,Diesel,120,Automat,19-22,7.75,https://www.busscenter.se/sv-SE/1813-38671540
"Mercedes-Benz 516 CDI Sprinter Multiline L, 19-22 pass",1812,2017,Diesel,120,Automat,22,7.75,https://www.busscenter.se/sv-SE/1812-38671609
"Mercedes-Benz 516 CDI Sprinter Multiline L, 22 pass",1811,2017,Diesel,120,Automat,22,7.75,https://www.busscenter.se/sv-SE/1811-38671693
"Iveco First Tourline L, 29+1 pass",1808,2017,diesel,132,Automat,29+1,"8,46",https://www.busscenter.se/sv-SE/1808-38671736
"Mercedes-Benz 516 CDI Sprinter Multiline L, 22 pass",1787,2017,Diesel,120,Automat,22,7.65,https://www.busscenter.se/sv-SE/1787-38671829
"VW Crafter Ecoline, 22 pass",1709,2017,Diesel,120,Manuell,22,7.35,https://www.busscenter.se/sv-SE/1709-38671860
