name,number,year,fuel,power,transmission,passengers,length,url
"Mercedes-Benz 516 CDI Sprinter Ecoline L, 22 pass",1538,2014,Diesel,120,Automat,22,7.65,https://www.busscenter.se/sv-SE/1538-39055887
"Mercedes-Benz 516 CDI Sprinter Ecoline, 19 pass",1537,2014,Diesel,120,Automat,19,7.35,https://www.busscenter.se/sv-SE/1537-39055937
"Mercedes-Benz 516 CDI Sprinter Tourline L, 22 pass",1533,2014,Diesel,120,Automat,22,7.65,https://www.busscenter.se/sv-SE/1533-39055992
"Mercedes-Benz 516 CDI Sprinter Ecoline L, 22 pass",1532,2014,Diesel,120,Manuell,22,7.65,https://www.busscenter.se/sv-SE/1532-39056125
"Mercedes-Benz 516 CDI Sprinter Ecoline HK, 16 pass",1531,2014,Diesel,120,Automat,16,7.65,https://www.busscenter.se/sv-SE/1531-39056187
"Mercedes-Benz 516 CDI Sprinter Tourline L, 22 pass",1530,2014,Diesel,120,Manuell,22,7.65,https://www.busscenter.se/sv-SE/1530-39056229
"Mercedes-Benz 516 CDI Sprinter Ecoline L, 22 pass",1528,2014,Diesel,120,Automat,22,7.65,https://www.busscenter.se/sv-SE/1528-39056276
"Iveco First Tourline L, WC, 24+1 pass",1526,2014,Diesel,120,Manuell,24+1,"8,5",https://www.busscenter.se/sv-SE/1526-39056480
"Mercedes-Benz 516 CDI Sprinter Ecoline L, 22 pass",1525,2014,Diesel,120,Automat,22,7.65,https://www.busscenter.se/sv-SE/1525-39056558
"Mercedes-Benz 516 CDI Sprinter Ecoline HK, 19 pass",1522,2014,Diesel,120,Automat,19,7.65,https://www.busscenter.se/sv-SE/1522-39056612
"Mercedes-Benz 516 CDI Sprinter Ecoline L, 22 pass",1519,2014,Diesel,120,Automat,22,7.65,https://www.busscenter.se/sv-SE/1519-39056756
"Mercedes-Benz 516 CDI Sprinter Ecoline L, 22 pass",1518,2014,Diesel,120,Automat,22,7.65,https://www.busscenter.se/sv-SE/1518-39056810
"Mercedes-Benz 516 CDI Sprinter Tourline, 19 pass",1516,2014,Diesel,120,Automat,19,7.35,https://www.busscenter.se/sv-SE/1516-39056857
"Mercedes-Benz 516 CDI Sprinter Tourline, 19 pass",1515,2014,Diesel,120,Automat,19,7.35,https://www.busscenter.se/sv-SE/1515-39056958
"Mercedes-Benz 516 CDI Sprinter Ecoline L, 22 pass",1513,2014,Diesel,120,Automat,22,7.65,https://www.busscenter.se/sv-SE/1513-39057017
"Mercedes-Benz 519 CDI Sprinter Tourline, 19 pass",1512,2014,Diesel,140,Automat,19,7.35,https://www.busscenter.se/sv-SE/1512-39057066
"Mercedes-Benz 516 CDI Sprinter Ecoline, 19 pass",1510,2014,Diesel,120,Manuell,19,7.35,https://www.busscenter.se/sv-SE/1510-39057179
"Mercedes-Benz 516 CDI Sprinter Tourline L, 22 pass",1509,2014,Diesel,120,Manuell,22,7.65,https://www.busscenter.se/sv-SE/1509-39057254
"Mercedes-Benz 516 CDI Sprinter Ecoline, 19 pass",1507,2014,Diesel,120,Automat,19,7.35,https://www.busscenter.se/sv-SE/1507-39057305
"Iveco First Mobilskola, 16 pass",1506,2014,Diesel,120,Automat,16,"8,45",https://www.busscenter.se/sv-SE/1506-39057357
"Iveco First Mobilskola, 16 pass",1496,2014,Diesel,120,Automat,16,"8,45",https://www.busscenter.se/sv-SE/1496-39057406
"Mercedes-Benz 519 CDI Sprinter Tourline, 19 pass",1495,2014,Diesel,140,Automat,19,7.35,https://www.busscenter.se/sv-SE/1495-39057463
"Mercedes-Benz 516 CDI Sprinter Tourline, 19 pass",1493,2014,Diesel,120,Automat,19,7.35,https://www.busscenter.se/sv-SE/1493-39057505
"Mercedes-Benz 516 CDI Sprinter Ecoline L, 22 pass",1490,2014,Diesel,120,Automat,22,7.65,https://www.busscenter.se/sv-SE/1490-39057697
"Mercedes-Benz 516 CDI Sprinter Ecoline L, 22 pass",1485,2014,Diesel,120,Automat,22,7.65,https://www.busscenter.se/sv-SE/1485-39057763
"Iveco First Tourline, 27+1 pass",1470,2014 (2013),Diesel,125,Automat,24+1,"8,04",https://www.busscenter.se/sv-SE/1470-39057889
